,company,car,tream,kilometer,year,price
2468,hyundai,azera,4cylinder,34000,2018,2190000000
2469,ssang,yong,rexton-g4,0,2018,-1
2470,kia,optima,gtline,12000,2017,1825000000
2471,nissan,maxima,ir-at,230000,1384,510000000
2472,bmw,x4,28,75000,2016,3670000000
2473,hyundai,sonata,hybrid-gls-plus,60000,2017,-1
2474,hyundai,i20,ir,40000,1396,-1
2475,hyundai,azera,6cylinder,170000,2013,1250000000
2476,peugeot,pars,mt,0,1400,-1
2477,hyundai,santafe,ix45-2400cc,64000,2017,1790000000
2478,jac,j4,,1000,1400,377000000
2479,peugeot,207,mt,0,1400,-1
2480,mercedes,benz,e-class-e250,50000,2015,-1
2481,mvm,550,at,78000,1394,240000000
2482,volkswagen,tiguan,,0,2018,-1
2483,jac,j4,,0,1399,-1
2484,mvm,x22,mt-luxury,84000,1396,-1
2485,tiba,sedan,sx,0,1400,-1
2486,chery,arrizo5te,at-excellent,0,1400,-1
2487,mercedes,benz,s-class-s500,45000,2011,-1
2488,peugeot,2008,,0,1398,-1
2489,chery,arrizo6,excellent,0,1400,-1
2490,hyundai,santafe,ix45-2400cc,79000,2016,-1
2491,quick,manual,r,0,1400,-1
2492,haima,s7,1.8l-turbo-plus,0,1400,-1
2493,mercedes,benz,s-class-s350,80000,2010,-1
2494,saina,ex,mt,0,1400,-1
2495,renault,captur,,20000,2017,798000000
2496,kia,sportage,basic,90000,2014,-1
2497,lexus,is,300,177000,2010,-1
2498,chery,tiggo5,luxury-sport,25000,1397,-1
2499,nissan,zamyad,pickup-gas,0,1400,-1
2500,kia,sorento,basic,35000,2016,-1
2501,peugeot,207,automatic-panorama,0,1400,-1
2502,mvm,x55,excellent,0,1400,-1
2503,peugeot,206,ir-type5,20000,1397,252000000
2504,chery,arrizo6,excellent,0,1400,-1
2505,lexus,nx,200t-f-sport,140000,2016,-1
2506,hyundai,santafe,ix45-2400cc,19000,2017,-1
2507,peugeot,207,at,0,1400,-1
2508,mercedes,benz,c-class-c200,90000,2013,-1
2509,porsche,cayenne,v6,65000,2013,-1
2510,peugeot,206,ir-type2,36000,1398,210000000
2511,chery,tiggo7,excellent,135000,1397,-1
2512,peugeot,pars,lx,0,1399,-1
2513,peugeot,206,ir-type2,53000,1396,190000000
2514,renault,koleos,,44000,2018,-1
2515,pride,sedan,,220000,1386,65000000
2516,peugeot,207,manual-panorama,0,1400,-1
2517,alfa,romeo,giulietta,140000,2015,1100000000
2518,renault,talisman,e3,94000,2017,1235000000
2519,hyundai,santafe,ix45-2400cc,29000,2015,1370000000
2520,peugeot,206sd,v8,34000,1399,-1
2521,kia,cerato,ir-2000-optional,98000,1397,660000000
2522,peugeot,207,manual-panorama,0,1400,-1
2523,peugeot,405,glx-cng,0,1399,231000000
2524,nissan,zamyad,pickup-cng,0,1400,-1
2525,peugeot,207,mt,0,1400,337000000
2526,hyundai,genesis,,135000,2011,-1
2527,peugeot,pars,lx,0,1400,-1
2528,renault,koleos,,9000,2017,-1
2529,hyundai,h1,,125000,2011,-1
2530,peugeot,pars,mt,0,1400,-1
2531,jac,s5,at-2000,0,1400,760000000
2532,samand,lx,basic,19000,1399,209000000
2533,quick,manual,r,0,1400,173500000
2534,renault,tondar90,e2,219000,1386,140000000
2535,bmw,5,series-sedan-528i,58000,2015,2820000000
2536,peugeot,207,mt,0,1400,-1
2537,hyundai,azera,6cylinder,0,2011,-1
2538,dena,,,0,1400,-1
2539,hyundai,sonata,4cyl-automatic,51000,2013,950000000
2540,jac,s5,at-2000,23000,1397,-1
2541,saina,ex,mt,0,1400,155000000
2542,ssang,yong,new-actyon-luxury,95000,2015,750000000
2543,mitsubishi,outlander,type3,57000,2016,1330000000
2544,bmw,6,series-coupe-630i,120000,2009,-1
2545,fidelity,prime,7seater,0,1400,-1
2546,dena,,,0,1400,-1
2547,pride,111,se,0,1399,151500000
2548,borgward,bx5,ultimate,0,2018,-1
2549,hyundai,tucson,ix35-2.4l,70000,2014,-1
2550,renault,talisman,e3,6000,2018,-1
2551,samand,lx,ef7,0,1400,-1
2552,toyota,c,hr-fwd,10000,2018,1790000000
2553,peugeot,207,mt,0,1400,-1
2554,peugeot,207,at,0,1399,400000000
2555,peugeot,206,ir-type2,0,1400,-1
2556,samand,lx,ef7-cng,215000,1394,170000000
2557,bmw,7,series-730li,40000,2017,-1
2558,pick,up,rich,3200,1398,-1
2559,hyundai,sonata,4cyl-automatic,85000,2014,-1
2560,mitsubishi,lancer,1.6-at,75000,2014,625000000
2561,hyundai,sonata,hybrid-gls-plus,0,2018,-1
2562,jac,s5,at-2000,2000,1397,-1
2563,kia,sportage,basic,85000,2015,-1
2564,hyundai,sonata,hybrid-gls-plus,0,2018,-1
2565,peugeot,405,slx,0,1400,-1
2566,peugeot,206sd,v8,44600,1394,205000000
2567,peugeot,207,manual-panorama,0,1400,324000000
2568,saina,ex,mt,0,1400,156000000
2569,kia,cerato,2000,0,2018,-1
2570,toyota,hilux,high-mt,169000,2014,-1
2571,dena,plus,turbo,0,1400,-1
2572,dongfeng,dignity,,0,1400,1186000000
2573,quick,manual,r,0,1400,-1
2574,hyundai,santafe,ix45-2400cc,80000,2015,1340000000
2575,mazda,3,sedan-2.0l-type4,30000,1397,910000000
2576,kia,picanto,,58000,2016,-1
2577,nissan,maxima,ir-at,180000,1389,-1
2578,hyundai,tucson,ix35-2.0l-4wd,0,2018,-1
2579,toyota,yaris,,170000,2010,-1
2580,kia,optima,basic,65000,2015,1385000000
2581,mazda,3,sedan-2.0l-type4,0,1398,-1
2582,kia,sportage,gt-line,0,2017,-1
2583,swm,g01,,0,1400,-1
2584,kia,cerato,2000,160000,2011,475000000
2585,hyundai,tucson,ix35-2.0l-4wd,0,2017,-1
2586,bmw,7,series-730li,45000,2017,5700000000
2587,jac,s5,at-2000,0,1400,-1
2588,swm,g01,,0,1400,-1
2589,hyundai,santafe,ix45-2400cc,82000,2016,-1
2590,peugeot,206sd,v8,17000,1397,255000000
2591,jac,s3,at,0,1400,-1
2592,mercedes,benz,e-class-e300,35000,2012,2700000000
2593,hyundai,azera,4cylinder,19000,2019,2300000000
2594,hyundai,sonata,hybrid-gls-plus,40000,2017,-1
2595,haima,s7,1.8l-turbo-plus,0,1400,809000000
2596,jac,s3,at,0,1400,-1
2597,haima,s7,1.8l-turbo-plus,0,1400,-1
2598,peugeot,207,mt,4000,1400,-1
2599,kmc,k7,,0,1400,-1
2600,peugeot,206,ir-type2,190000,1388,147000000
2601,lexus,nx,hybrid-300h,40000,2017,-1
2602,chery,arrizo5te,at-excellent,15000,1399,539000000
2603,peugeot,207,at,43000,1397,-1
2604,fidelity,prime,5seater,0,1400,-1
2605,nissan,maxima,ir-at,160000,1390,640000000
2606,jac,s5,at-2000,0,1400,-1
2607,hyundai,sonata,4cyl-automatic,90000,2013,-1
2608,hyundai,i20,,78000,2015,500000000
2609,kia,optima,basic,100000,2015,-1
2610,mercedes,benz,e-class-e200,0,2017,-1
2611,hyundai,sonata,4cyl-automatic,200000,2010,-1
2612,peugeot,206,ir-type3,320000,1385,103000000
2613,peugeot,206,ir-type2,46000,1397,-1
2614,peugeot,206,ir-type2,0,1400,-1
2615,kia,optima,basic,120000,2013,-1
2616,bmw,x3,28,110000,2014,-1
2617,hyundai,veloster,,140000,2014,-1
2618,pride,sedan,,165000,1385,56000000
2619,fidelity,prime,7seater,0,1400,-1
2620,tiba,hatchback,ex,0,1400,161000000
2621,bmw,5,series-sedan-528i,90000,2014,-1
2622,volvo,xc90,inscription,60000,2016,-1
2623,mercedes,benz,e-class-e200,0,2017,-1
2624,kia,optima,gtline,95000,2016,-1
2625,bmw,7,series-730li,25000,2017,5750000000
2626,lexus,nx,hybrid-300h-f-sport,0,2017,4600000000
2627,kia,sportage,gt-line,0,2017,-1
2628,mercedes,benz,e-class-e200,0,2017,-1
2629,toyota,prado,2doors-4cylinder,110000,2012,-1
2630,lexus,nx,hybrid-300h-f-sport,0,2017,4550000000
2631,volkswagen,tiguan,,10000,2018,-1
2632,volvo,xc90,inscription,40000,2017,-1
2633,nissan,maxima,ir-at,130000,1390,-1
2634,dongfeng,dignity,,0,1400,-1
2635,hyundai,tucson,ix35-2.0l-4wd,41000,2017,-1
2636,mitsubishi,pajero,4door-6cylinder,118000,2005,910000000
2637,bmw,7,series-730li,37000,2017,-1
2638,hyundai,sonata,4cyl-automatic,90000,2013,-1
2639,kia,optima,basic,110000,2014,-1
2640,hyundai,elantra,2.0l,7000,2018,-1
2641,ssang,yong,rexton-g4,0,2018,4400000000
2642,hyundai,sonata,hybrid-gls-plus,60000,2017,-1
2643,toyota,prius,c,60000,2017,-1
2644,hyundai,tucson,ix35-2.0l-4wd,73000,2017,1485000000
2645,mercedes,benz,s-class-s500,95000,2010,-1
2646,mitsubishi,outlander,phev,0,2018,2650000000
2647,toyota,landcruiser,4door-v6-4000cc,110000,2012,-1
2648,lexus,nx,hybrid-300h-f-sport,3000,2017,3800000000
2649,kia,sportage,gt-line,0,2017,-1
2650,hyundai,santafe,ix45-2400cc,80000,2017,-1
2651,lexus,nx,hybrid-300h-f-sport,43000,2017,3080000000
2652,renault,koleos,,0,2018,2300000000
2653,hyundai,santafe,ix45-2400cc,0,2018,-1
2654,suzuki,grand,vitara-ir-at-2.4,57000,1396,950000000
2655,hyundai,santafe,ix45-2400cc,180000,2014,-1
2656,kia,optima,hybrid,0,2018,-1
2657,pride,sedan,,170000,1389,66000000
2658,peugeot,2008,,25000,1396,-1
2659,bmw,5,series-sedan-523i,146000,2011,1750000000
2660,kia,cerato,ir-2000-optional,20500,1397,740000000
2661,hyundai,elantra,1.8l,124000,2015,780000000
2662,bmw,x3,28,31000,2016,-1
2663,peugeot,pars,lx,0,1399,-1
2664,hyundai,tucson,ix35-2.0l-4wd,27000,2017,-1
2665,hyundai,santafe,ix45-2700cc,187000,2008,-1
2666,hyundai,santafe,ix45-2400cc,100000,2015,-1
2667,renault,sandero,at,12000,1396,395000000
2668,quick,manual,r,0,1400,-1
2669,pride,sedan,,28000,1388,46000000
2670,haima,s7,1.8l-turbo,2990,1397,705000000
2671,samand,lx,ef7,40000,1397,199000000
2672,peugeot,206,ir-type2,200000,1388,120000000
2673,jac,j4,,6000,1399,365000000
2674,lexus,is,350,12000,2017,-1
2675,bmw,x4,28,0,2017,-1
2676,hyundai,santafe,ix45-2400cc,0,2018,-1
2677,peugeot,pars,mt,660000,1395,197000000
2678,jac,s5,at-2000,47000,1397,630000000
2679,mercedes,benz,e-class-e350,0,2014,-1
2680,dena,plus,basic-manual,0,1400,366000000
2681,renault,pars,tondar,77000,1397,285000000
2682,mercedes,benz,e-class-e350,0,2013,-1
2683,mercedes,benz,e-class-convertible-e250,0,2014,-1
2684,bmw,x4,28,30000,2017,-1
2685,mercedes,benz,e-class-convertible-e250,0,2014,-1
2686,changan,cs35,ir,67000,1397,-1
2687,toyota,c,hr-hybrid,0,2018,2350000005
2688,hyundai,i20,ir,20000,1397,700000000
2689,jac,s3,at,8500,1398,468000000
2690,quick,manual,r,0,1399,168500000
2691,hyundai,accent,full,70600,2015,-1
2692,peugeot,207,mt,4000,1399,319000000
2693,peugeot,pars,mt,0,1399,262000000
2694,mitsubishi,pajero,4door-6cylinder,113000,2012,-1
2695,samand,lx,ef7-cng,100000,1395,175000000
2696,nissan,roniz,,124000,1389,740000000
2697,peugeot,207,at,39000,1398,-1
2698,saina,ex,mt,102000,1397,130000000
2699,runna,plus,,0,1400,-1
2700,peugeot,207,mt,78000,1396,258000000
2701,suzuki,grand,vitara-ir-at-2.4,98000,1396,-1
2702,ssang,yong,tivoli-armour,0,2018,950000000
2703,nissan,maxima,ir-at,230000,1386,570000000
2704,kia,cerato,ir-2000-basic,60000,1395,560000000
2705,peugeot,207,at,800000,1397,420000000
2706,peugeot,207,at,5700,1398,-1
2707,chery,arrizo5te,at-excellent,0,1400,-1
2708,suzuki,grand,vitara-ir-at-2.4,5000,1397,1250000000
2709,hyundai,sonata,4cyl-automatic,28000,2014,-1
2710,renault,tondar90,e2,129000,1390,-1
2711,bmw,7,series-730li,12000,2017,-1
2712,peugeot,2008,,26000,1397,828000000
2713,hyundai,santafe,ix45-2700cc,270000,2008,-1
2714,peugeot,206,ir-type2,19000,1398,211000000
2715,bmw,x4,28,90000,2016,3550000000
2716,mercedes,benz,c-class-c200,210000,2006,-1
2717,chery,tiggo7,ie,0,1400,-1
2718,peugeot,407,,165000,2009,-1
2719,hyundai,elantra,2.0l,0,2018,-1
2720,hyundai,santafe,ix45-2400cc,150000,2015,1280000000
2721,lexus,lx,570,0,2013,-1
2722,toyota,landcruiser,4door-v6-4000cc,166000,2011,4350000000
2723,kia,optima,basic,103000,2015,1160000000
2724,hyundai,accent,ir,8000,1397,705000000
2725,mg,6,gt,106000,2015,470000000
2726,renault,koleos,,0,2018,2550000000
2727,nissan,altima,,272000,2009,320000000
2728,porsche,cayenne,v6,71000,2013,-1
2729,peugeot,207,at,0,1399,404000000
2730,mercedes,benz,e-class-e250,84000,2015,-1
2731,kia,cerato,ir-2000-optional,0,1397,865000000
2732,mercedes,benz,s-class-s350,135000,2008,-1
2733,hyundai,verna,at,168000,1388,240000000
2734,bmw,3,series-sedan-330i,32000,2018,-1
2735,bmw,x3,28,75000,2015,-1
2736,jac,s3,at,0,1400,-1
2737,hyundai,tucson,ix35-2.4l,100000,2013,-1
2738,peugeot,206sd,v9,206000,1389,162000000
2739,lexus,nx,hybrid-300h-f-sport,30000,2017,-1
2740,dena,,,0,1400,325000000
2741,ds,crossback,7-opera,0,2018,-1
2742,kia,mohave,v8,170000,2011,-1
2743,jac,s5,at-2000,0,1399,-1
2744,peugeot,pars,mt,207000,1387,120000000
2745,peugeot,2008,,1000,1398,-1
2746,bmw,5,series-sedan-528i,53000,2015,-1
2747,honda,accord,exa,115000,2013,-1
2748,toyota,hilux,4door-mt,400000,2003,400000000
2749,quick,manual,s,0,1400,-1
2750,peugeot,207,automatic-panorama,0,1400,-1
2751,peugeot,pars,mt,0,1399,260000000
2752,samand,lx,basic,2000,1399,230000000
2753,renault,sandero,stepway-at,0,1397,538000000
2754,volkswagen,tiguan,,90000,2018,-1
2755,peugeot,206sd,v8,85000,1395,200000000
2756,kia,sportage,basic,34000,2016,1350000000
2757,pick,up,rich,0,1398,-1
2758,renault,tondar90,plus-at,65000,1396,372000000
2759,bmw,7,series-730li,0,2017,-1
2760,hyundai,sonata,hybrid-gls-plus,88000,2017,-1
2761,kia,cerato,ir-2000-optional,0,1398,-1
2762,peugeot,206,ir-type2,120000,1395,-1
2763,toyota,prado,2doors-4cylinder,75000,2012,2590000000
2764,renault,megan,ir-2000,137000,1391,375000000
2765,hyundai,elantra,1.8l,20000,2014,-1
2766,dena,,,0,1400,-1
2767,nissan,murano,se,168000,2008,575000000
2768,nissan,maxima,ir-at,192000,1387,580000000
2769,dongfeng,dignity,,0,1400,-1
2770,pride,131,se,93000,1396,110000000
2771,mazda,3,sedan-2.0l-type4,5000,1398,-1
2772,kia,sportage,basic,98000,2015,1200000000
2773,jac,j4,,0,1400,405000000
2774,lexus,nx,hybrid-300h,37000,2017,-1
2775,peugeot,206,ir-type2,0,1399,235000000
2776,hyundai,elantra,1.8l,123000,2014,760000000
2777,tiba,sedan,sx,0,1400,-1
2778,haima,s7,1.8l-turbo,0,1400,790000000
2779,mercedes,benz,s-class-s350,160000,2008,2380000000
2780,tiba,hatchback,ex,0,1400,-1
2781,mazda,323,mt,50000,1382,-1
2782,jac,s5,at-2000,0,1399,-1
2783,hyundai,veracruz,ix55,230000,2011,1300000000
2784,samand,lx,basic,74000,1395,169000000
2785,dena,plus,basic-manual,0,1400,-1
2786,hyundai,santafe,ix45-2400cc,0,2015,-1
2787,peugeot,206,ir-type2,280000,1388,110000000
2788,mazda,Pickup,4door-ir,100000,1381,105000000
2789,peugeot,206,ir-type2,0,1400,-1
2790,peugeot,405,glx,92000,1396,155000000
2791,pride,111,se,0,1393,90000000
2792,peugeot,pars,at,0,1398,365000000
2793,quick,manual,,0,1399,-1
2794,hyundai,tucson,ix35-2.0l-4wd,60000,2017,-1
2795,kia,sportage,basic,115000,2014,980000000
2796,peugeot,2008,,56000,1397,750000000
2797,peugeot,206,ir-type5,108000,1393,171000000
2798,hyundai,accent,ir,17400,1397,730000000
2799,bmw,x6,35,110000,2012,-1
2800,hyundai,santafe,ix45-2400cc,64000,2017,1870000000
2801,peugeot,508,gtline,0,2017,-1
2802,renault,sandero,stepway-at,0,1398,-1
2803,chery,tiggo7,ie,0,1400,-1
2804,toyota,prius,c,0,2017,-1
2805,hyundai,santafe,ix45-2400cc,22000,2017,-1
2806,rigan,coupa,royal,0,1398,950000000
2807,samand,lx,ef7-cng,87000,1396,190000000
2808,peugeot,206,ir-type2,46000,1396,-1
2809,renault,sandero,at,116000,1396,-1
2810,dena,,,0,1400,-1
2811,peugeot,207,at,0,1400,-1
2812,pride,131,se,235000,1394,91000000
2813,fidelity,prime,7seater,0,1400,-1
2814,quick,manual,r,0,1399,-1
2815,mercedes,benz,s-class-s500,150000,2008,3450000000
2816,porsche,panamera,4s,95000,2010,2970000000
2817,mercedes,benz,s-class-s500,42000,2012,5900000000
2818,renault,tondar90,at,73000,1396,308000000
2819,bmw,5,series-sedan-528i,44000,2016,3250000000
2820,hyundai,azera,6cylinder,112000,2010,880000000
2821,peugeot,pars,lx,0,1399,-1
2822,peugeot,207,automatic-panorama,0,1400,-1
2823,toyota,corolla,gli,137000,2015,-1
2824,peugeot,207,automatic-panorama,0,1400,-1
2825,hyundai,azera,6cylinder,320000,2009,685000000
2826,peugeot,206,ir-type2,0,1400,-1
2827,peugeot,407,,135000,2009,380000000
2828,peugeot,206,ir-type2,0,1400,-1
2829,peugeot,pars,mt,0,1400,-1
2830,mercedes,benz,c-class-c200,72000,2014,2050000000
2831,peugeot,207,mt,0,1400,-1
2832,toyota,c,hr-hybrid,0,2018,-1
2833,peugeot,207,at,0,1400,-1
2834,peugeot,2008,,0,1399,-1
2835,mercedes,benz,c-class-c350,100000,2012,-1
2836,hyundai,sonata,hybrid-gls-plus,60000,2017,1380000000
2837,kia,sorento,basic,100000,2016,-1
2838,peugeot,206,ir-type5,0,1399,-1
2839,bmw,7,series-730li,16000,2017,-1
2840,peugeot,207,manual-panorama,0,1400,-1
2841,bmw,7,series-730li,30000,2017,-1
2842,lifan,x60,at,0,1397,380000000
2843,dena,plus,turbo-automatic,0,1400,-1
2844,peugeot,pars,lx,14000,1399,285000000
2845,changan,cs35,ir,0,1398,-1
2846,peugeot,206,ir-type5,60000,1397,235000000
2847,dena,plus,basic-manual,0,1400,-1
2848,toyota,hilux,high-at,61000,2015,1950000000
2849,haima,s7,1.8l-turbo,1700,1398,725000000
2850,haima,s7,1.8l-turbo,0,1399,756000000
2851,mazda,323,at,215000,1385,218000000
2852,dena,,,0,1400,-1
2853,peugeot,405,slx,0,1400,-1
2854,quick,manual,r,0,1400,-1
2855,peugeot,207,manual-panorama,0,1400,330000000
2856,renault,tondar90,plus-at,95000,1396,350000000
2857,mazda,3,sedan-2.0l-type4,30000,1397,-1
2858,samand,lx,ef7-cng,0,1399,-1
2859,quick,manual,r,0,1400,-1
2860,kia,rio,sedan,49000,2016,-1
2861,jac,s3,at,0,1400,-1
2862,haima,s7,1.8l-turbo-plus,0,1400,-1
2863,samand,lx,basic,0,1400,-1
2864,peugeot,2008,,0,1396,800000000
2865,quick,manual,,0,1400,-1
2866,peugeot,206sd,v8,15000,1398,266000000
2867,saina,ex,mt,0,1400,-1
2868,tiba,sedan,sx,0,1399,-1
2869,peugeot,pars,lx,0,1400,-1
2870,renault,sandero,at,0,1398,-1
2871,haima,s5,,26956,1397,605000000
2872,hyundai,azera,6cylinder,90000,2012,1150000000
2873,fidelity,prime,5seater,0,1400,945000000
2874,peugeot,pars,mt,0,1400,-1
2875,dena,plus,basic-manual,4800,1399,353000000
2876,kia,cerato,ir-1600-basic,110628,1394,440000000
2877,peugeot,206,ir-type2,0,1400,-1
2878,hyundai,sonata,4cyl-automatic,73960,2014,1040000000
2879,tiba,hatchback,ex,0,1400,-1
2880,hyundai,elantra,ir,2000,1397,1280000000
2881,runna,lx,,22064,1398,220000000
2882,samand,lx,ef7,0,1400,-1
2883,tiba,sedan,sx,0,1400,-1
2884,hyundai,azera,6cylinder,120000,2011,-1
2885,fidelity,prime,5seater,0,1400,945000000
2886,jac,s5,at-2000,95955,1397,605000000
2887,kia,sorento,basic,70000,2016,-1
2888,bmw,7,series-730li,32000,2017,-1
2889,peugeot,206,ir-type2,46347,1398,215000000
2890,kia,sportage,basic,0,2013,800000000
2891,dongfeng,dignity,,0,1400,-1
2892,renault,sandero,at,69000,1396,345000000
2893,dena,,,9835,1398,300000000
2894,hyundai,sonata,4cyl-automatic,110000,2013,-1
2895,peugeot,206sd,v8,0,1399,-1
2896,toyota,rav4,4wd,80000,2017,-1
2897,renault,tondar90,plus-at,49397,1396,365000000
2898,jac,s5,at-2000,0,1399,685000000
2899,chery,tiggo7,excellent,27108,1396,670000000
2900,hyundai,azera,6cylinder,200000,2010,-1
2901,haima,s7,1.8l-turbo,0,1399,749000000
2902,peugeot,206,ir-type2,10000,1397,-1
2903,nissan,x,trail,26819,2017,1650000000
2904,kia,carnival,,143000,2008,-1
2905,samand,lx,ef7-cng,57189,1396,213000000
2906,peugeot,206,ir-type5,13000,1399,273000000
2907,dena,plus,turbo-automatic,0,1399,450000000
2908,peugeot,206,ir-type2,7000,1400,244000000
2909,haima,s7,1.8l-turbo,100000,1397,-1
2910,mazda,3,sedan-2.0l-type4,59000,1394,-1
2911,brilliance,h230,mt,60939,1397,228000000
2912,mercedes,benz,c-class-c200,100000,2012,-1
2913,pride,151,se,33000,1398,140000000
2914,hyundai,azera,6cylinder,0,2010,-1
2915,renault,tondar90,e2,70823,1396,290000000
2916,toyota,prado,4doors-6cylinder,150000,2006,1750000000
2917,kia,cerato,ir-2000-optional,64058,1396,705000000
2918,bmw,7,series-730li,1500,2017,-1
2919,brilliance,h330,at-1.65,59001,1397,340000000
2920,renault,tondar90,e2,45000,1397,285000000
2921,dena,plus,turbo-automatic,0,1400,460000000
2922,jac,s5,at-2000,0,1399,735000000
2923,chevrolet,pickup,,800000,1982,690000000
2924,kia,optima,6cylinder,76729,2010,670000000
2925,bmw,z4,28,68000,2014,2500000000
2926,mercedes,benz,e-class-e300,50000,2012,2450000000
2927,peugeot,pars,lx,0,1399,-1
2928,bmw,7,series-730li,25000,2017,-1
2929,kia,optima,basic,90000,2016,1250000000
2930,quick,manual,r,0,1400,174000000
2931,dongfeng,h30,cross,0,1398,-1
2932,toyota,c,hr-hybrid,51000,2018,-1
2933,dongfeng,h30,cross,75000,1397,-1
2934,bmw,x4,28,39000,2017,3600000000
2935,dena,plus,basic-manual,0,1400,367000000
2936,bmw,z4,28,45000,2014,-1
2937,kia,sportage,gt-line,29000,2017,-1
2938,renault,symbol,se,50000,2016,-1
2939,lexus,nx,hybrid-300h-f-sport,19000,2017,-1
2940,kia,cerato,2000,0,2018,-1
2941,peugeot,207,mt,88000,1396,268000000
2942,hyundai,azera,4cylinder,5000,2019,-1
2943,bmw,5,series-sedan-528i,36000,2015,-1
2944,suzuki,grand,vitara-ir-at-2.4,40000,1396,870000000
2945,samand,lx,basic,125800,1390,120000000
2946,bmw,x1,25,60000,2016,-1
2947,ds,crossback,7-opera,40000,2018,-1
2948,kia,cerato,ir-2000-basic,60000,1394,580000000
2949,peugeot,206,ir-type2,0,1400,239000000
2950,tiba,sedan,sx,0,1400,131000000
2951,bmw,x4,28,56000,2016,-1
2952,toyota,corolla,xli,25000,2015,-1
2953,peugeot,207,automatic-panorama,0,1399,-1
2954,hyundai,santafe,ix45-2400cc,80000,2016,1580000000
2955,volkswagen,beetle,,76000,2013,1150000000
2956,suzuki,grand,vitara-ir-at-2.4,43000,1396,1000000000
2957,peugeot,207,automatic-panorama,0,1399,410000000
2958,hyundai,accent,ir,0,1397,835000000
2959,ssang,yong,tivoli-armour,3800,2018,890000000
2960,bmw,x4,28,70000,2015,3150000000
2961,peugeot,405,slx,121000,1394,166000000
2962,peugeot,207,mt,0,1399,304000000
2963,hyundai,elantra,2.0l,44000,2017,1120000000
2964,hyundai,sonata,hybrid-gls-plus,28000,2017,1410000000
2965,rigan,coupa,royal,26000,1397,748000000
2966,haima,s7,1.8l-turbo-plus,0,1400,790000000
2967,saina,manual,s,0,1400,180000000
2968,tiba,sedan,sx,0,1400,130000000
2969,mitsubishi,mirage,,0,2018,-1
